ID,lat,lon
981,24.89641655,-81.625
982,24.89641655,-81.53125
983,24.89641655,-81.4375
984,24.89641655,-81.34375
985,24.89641655,-81.25
986,24.89641655,-81.15625
987,24.89641655,-81.0625
988,24.89641655,-80.96875
989,24.89641655,-80.875
990,24.89641655,-80.78125
991,24.89641655,-80.6875
992,24.89641655,-80.59375
993,24.89641655,-80.5
994,24.89641655,-80.40625
995,24.89641655,-80.3125
996,24.89641655,-80.21875
997,24.89641655,-80.125
998,24.89641655,-80.03125
999,24.89641655,-79.9375
1000,24.89641655,-79.84375
1001,24.89641655,-79.75
1002,24.89641655,-79.65625
1003,24.89641655,-79.5625
1004,24.89641655,-79.46875
1005,24.89641655,-79.375
1006,24.89641655,-79.28125
1007,24.89641655,-79.1875
1008,24.89641655,-79.09375
1009,24.89641655,-79
1010,24.89641655,-78.90625
1011,24.89641655,-78.8125
1012,24.89641655,-78.71875
1013,24.89641655,-78.625
1014,24.89641655,-78.53125
1015,24.89641655,-78.4375
1016,24.89641655,-78.34375
1017,24.89641655,-78.25
1018,24.89641655,-78.15625
1019,24.89641655,-78.0625
1020,24.89641655,-77.96875
1021,24.89641655,-77.875
1022,24.89641655,-77.78125
1023,24.89641655,-77.6875
1024,24.89641655,-77.59375
1025,24.89641655,-77.5
